Short description,Description,Caller,Assignment group,New_Assignment_Groups,Text_length,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
abended job in job_scheduler: bkbackup_tool_HostName_770_prod_inc,abended job job scheduler bkbackup tool hostname prod inc abende job job scheduler bkbackup tool hostname prod inc,ZkBogxib QsEJzdZO,GRP_5,GRP_5,133,2.0,0.9150000214576721,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['abended', 'job', 'job']"
lhqw8325925sf: usa-nologin-collaboration_platform: script returned unexpected value 3.,lhqwsf usa nologin collaboration platform script return unexpected value lhqwsf usa nologin collaboration platform script return unexpected value,rkupnshb gsmzfojw,GRP_8,GRP_8,87,0.0,0.9855999946594238,"user, issue, tool, unable, access, error, need, work, help, system","['script', 'return', 'unexpected', 'value', 'script', 'return', 'unexpected', 'value']"
security incidents - ( sw #in33544563 ) : possible locky ransomware infection - lpal9516827 / 45.25.35.0499,security incident sw possible locky ransomware infection lpal source ip system name lpal user name sbinuxja vtbegcho nicolmghyu location centralsamerirtca south amerirtca fieldsale vpn pcs sms status see field sale user yes dsw event log see content version fmxcnwpu tcwrdqboinition version sequence host integrity content reputation setting ap portal list intrusion prevention signature power eras definition revocation content eraser engine sonar content extend file attribute signature symantec permitted application list sonar risk logs risk information download create programdnty file java jre bin javaw exe file path user nicolmghyu bbcc bddbf efa exe application efa exe application type applicable category set malware category type heuristic virus version file size hash cfcabfafdfaffddfeefbfd hash algorithm sha risk reputation first see symantec know file approximately day reputation file untrustworthy prevalence file see symantec user sonar risk level high sensitivity low detection score sonar engine version submit recommend submit incident overview ctoc receive alert vid locky ransomware communication outbound isensor device isensor company com traffic source port tcp lpal destine port tcp geffen nld occur activity indicate lpal likely infected locky ransomware outbound http traffic infected device contain follow method data protocol tcp http method post http version http domain url path comercial cadastra php user agent mozilla compatible msie window nt sv content length escalate incident via high priority ticket phone call per default event handling procedure would like -PRON- handle incident differently future see handling option question concern please let -PRON- know either correspond -PRON- via ticket delegate ticket back ctoc call us ticket escalation relate event medium priority ticket mail notification autoresolve event portal explicit notification event available reporting purpose portal sincerely securework ctoc technical detail locky new ransomware encrypt datum use aes encryption demand form digital currency decrypt file locky distribute malicious attachment spam email recently see massive phishing campaign microsoft word document attachment ctu researcher observe attachment example inwarehouse tool doc embedded macro code use download locky payload filename seem construct use eight random number follow inwarehouse tool potential victim receive attachment need open enable macro initiate payload download http locky running compromised system drop copy temp directory affect user profile set registry run key ensure persistence across reboot drop file use filename ladybi exe svchost exe locky also set hkcu software locky registry key create value list ctu tip article provide reference section locky also check follow registry key indicate presence security relate software software kasperskylab software eset software avast software victim notify infection desktop background image change see figure ctu tip locky place instruction text file bitmap image desktop display file victim unconfirmed speculation operator botnet distribute locky malware also responsible bugat dridex banking trojan spam emanates botnet distribute bugat threats shiz shifu malware find conclusive botnet use various affiliate different time locky also capability locate network resource encrypt file location ctu researcher analyse block code use enumerate network base location locky attempt encryption follow file file type qcow vmdk tar bz jpeg sqlite ppsm potm xlsx docm wallet dat xlsm xlsb dotm dotx docx djvu pptx pptm xltx xltm ppsx ppam docb potx lie msid sldm sldx tiff class java sqlitedb reference event datum event -PRON- event summary vid locky ransomware communication outbound occurrence count event count host connection information source ip source hostname lpal source port destination ip destination hostname ha ru destination port destination ip geolocation geffen nld connection directionality outgoing http method post user agent mozilla compatible msie window nt sv host full url path comercial cadastra php device information device ip device name isensor company com log time utc action block vendor eventid cvss score vendor priority vendor version scwx event processing information sherlock rule -PRON- sle inspector rule -PRON- inspector event -PRON- ontology -PRON- event type -PRON- agent -PRON- event detail vid locky ransomware communication outbound classification none priority action accept passive impact flag impact block vlan mpls label pad sensor -PRON- event -PRON- time src ip dst ip sport itype dport icode pro tcp ttl tos -PRON- iplen dgmlen df ap seq xadbff ack xbff win tcplen pcap ex http uri comercial cadastra php ex http hostname security ascii packet pcap ascii pcap ascii hex packet pcap hex c ae c ce ac af cf ff dbff q p b ff f p post f cf comercial cada f stra php http f e host ab c keep aliv da ee connecti fe sid da keep alive sid df user agent mozi cc e fd lla compati c b ble msie f e indow nt e fe content typ fe e application f dd e www form urlenc da e oded content le ad ae fd ngth nom c f lpalandso e f winanddata fd f vs andidioma port ea ugu south amerirtca anda e nti windows andp ed lugin itandidcx b xl pcap hex e,ugyothfz ugrmkdhx,GRP_62,GRP_62,9912,2.0,0.6175000071525574,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['possible', 'infection', 'lpal', 'system', 'name', 'fieldsale', 'see', 'field', 'sale', 'user', 'event', 'see', 'version', 'sequence', 'host', 'integrity', 'content', 'reputation', 'set', 'signature', 'power', 'revocation', 'content', 'eraser', 'engine', 'sonar', 'content', 'extend', 'file', 'attribute', 'signature', 'symantec', 'permit', 'application', 'list', 'risk', 'risk', 'information', 'download', 'create', 'programdnty', 'file', 'file', 'path', 'user', 'application', 'efa', 'exe', 'application', 'type', 'applicable', 'category', 'set', 'malware', 'category', 'type', 'heuristic', 'virus', 'version', 'file', 'size', 'reputation', 'first', 'see', 'symantec', 'know', 'file', 'approximately', 'day', 'reputation', 'file', 'untrustworthy', 'prevalence', 'file', 'see', 'symantec', 'user', 'sonar', 'risk', 'level', 'high', 'sensitivity', 'low', 'detection', 'score', 'engine', 'version', 'receive', 'alert', 'communication', 'outbound', 'isensor', 'device', 'isensor', 'company', 'com', 'traffic', 'source', 'port', 'occur', 'lpal', 'likely', 'infect', 'outbound', 'http', 'traffic', 'infected', 'device', 'contain', 'follow', 'method', 'datum', 'protocol_tcp', 'post', 'http', 'version', 'http', 'domain', 'php', 'user', 'agent_mozilla', 'compatible', 'msie', 'window', 'content', 'length', 'high_priority', 'ticket', 'phone', 'call', 'event', 'pron', 'handle_incident', 'see', 'let', 'pron', 'correspond', 'pron', 'ticket', 'delegate', 'ticket', 'back', 'ctoc', 'call', 'ticket', 'escalation', 'relate', 'event', 'medium_priority', 'ticket', 'mail', 'notification', 'autoresolve', 'event', 'portal_explicit', 'notification', 'event', 'locky', 'new', 'use', 'encryption', 'demand', 'form', 'currency', 'file', 'locky', 'distribute', 'malicious', 'attachment', 'spam', 'email', 'recently', 'see', 'massive', 'phishe', 'campaign', 'word', 'document', 'attachment', 'observe', 'attachment', 'example', 'inwarehouse', 'tool', 'code', 'use', 'download', 'locky', 'payload', 'filename', 'seem', 'construct', 'use', 'random', 'number', 'follow', 'inwarehouse', 'tool', 'potential', 'victim', 'receive', 'attachment', 'need', 'open', 'enable', 'macro', 'initiate', 'payload', 'download', 'http', 'locky', 'running', 'compromised', 'system', 'drop', 'directory', 'affect', 'user', 'profile', 'set', 'registry', 'run', 'key', 'ensure', 'persistence', 'reboot', 'drop', 'file', 'use', 'filename', 'also', 'set', 'hkcu', 'software', 'key', 'create', 'value', 'list', 'article', 'provide', 'reference', 'section', 'locky', 'also', 'check', 'follow', 'indicate', 'presence', 'security', 'relate', 'software', 'software', 'victim', 'infection', 'desktop', 'image', 'change', 'see', 'figure', 'instruction', 'text', 'file', 'image', 'file', 'victim', 'unconfirmed', 'speculation', 'operator', 'botnet', 'distribute', 'locky', 'also', 'responsible', 'bugat', 'botnet', 'distribute', 'bugat', 'find', 'conclusive', 'botnet', 'use', 'various', 'affiliate', 'different', 'time', 'locky', 'also', 'capability', 'locate', 'network', 'resource', 'encrypt', 'file', 'location', 'researcher', 'use', 'enumerate', 'network', 'base', 'location', 'locky', 'encryption', 'follow', 'file', 'file', 'type', 'docb', 'potx', 'lie', 'msid', 'reference', 'event', 'datum', 'event', 'pron', 'event', 'summary', 'vid', 'communication', 'outbound', 'event', 'count_host', 'connection', 'information', 'source', 'hostname', 'source', 'port', 'destination', 'destination', 'hostname', 'destination', 'port', 'destination', 'outgoing', 'post', 'user', 'compatible', 'msie', 'window', 'host', 'full', 'php', 'device', 'information', 'device', 'device', 'name', 'isensor', 'company', 'com', 'log', 'score', 'vendor', 'priority', 'vendor', 'event', 'processing', 'rule', 'pron', 'rule', 'pron', 'inspector', 'event', 'ontology', 'pron', 'event', 'type', 'agent', 'pron', 'event', 'detail', 'communication', 'outbound', 'priority', 'pron', 'event', 'pron', 'time', 'seq', 'hostname', 'ac', 'dbff', 'post', 'comercial', 'host', 'keep', 'aliv', 'keep', 'alive', 'user', 'agent', 'application', 'www', 'form', 'ode', 'content', 'ad']"
engineering tool,engineering tool engineering tool stop work several time day fall without apparent reason work slow succeed stay run please see attach print screen error,fegahzqx bkeqfvpl,GRP_62,GRP_62,179,0.0,0.9474999904632568,"user, issue, tool, unable, access, error, need, work, help, system","['engineering', 'tool', 'engineering', 'tool', 'stop', 'work', 'several', 'time', 'day', 'fall', 'apparent', 'reason', 'work', 'slow', 'succeed', 'stay', 'run', 'see', 'attach', 'print', 'screen', 'error']"
abend batch job in job_scheduler :bkbackup_tool_HostName_770_prod_inc,abend batch job job scheduler bkbackup tool hostname prod inc job name bkbackup tool hostname prod inc,oldrctiu bxurpsyi,GRP_5,GRP_5,44,2.0,0.9150000214576721,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['abend_batch', 'job', 'job']"
please move client from office 2010 to 2016 per sdxjiwlq ynowzqfh,please move client office per please move client office per,xzwlnbfo plstfydx,GRP_3,GRP_3,65,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['move', 'client', 'office', 'move', 'client', 'office']"
ticket_no1539670 - ticket update,ticket ticket update ticket ticket update,olckhmvx pcqobjnd,GRP_0,GRP_0,32,1.0,0.9563000202178955,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['ticket', 'ticket', 'update', 'ticket', 'ticket', 'update']"
please instal printer pa15 at these laptop,please instal printer pa laptop please instal printer pa laptop,zuyimtsf qjtimdsp,GRP_0,GRP_0,42,0.0,0.9641000032424927,"user, issue, tool, unable, access, error, need, work, help, system","['printer', 'instal', 'printer']"
restore a file,restore file hello help please restore excel file sc drill catalog home drive solid carbide drill file eagclhome martif solid carbide drill yesterday,nwbhomqe ejavblzu,GRP_12,GRP_12,244,0.0,0.9902999997138977,"user, issue, tool, unable, access, error, need, work, help, system","['restore', 'file', 'help', 'restore', 'file', 'sc', 'drive', 'solid', 'file', 'solid', 'drill', 'yesterday']"
unable to connect to wifi from a hotel // dell 7350,unable connect wifi hotel dell unable connect wifi hotel dell,imoelsap gxdwkimv,GRP_0,GRP_0,51,0.0,0.7389000058174133,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'hotel', 'hotel', 'dell']"
access to insertapps and corporate technology drives,access insertapps corporate technology drive would contact corporate get access ldpequhm nqclatbw alex campbell follow server team hostname tech center grade specification ceramdntyic specs access need support manufacturing technology,zrbxcndu lxrsoenp,GRP_0,GRP_0,305,1.0,0.5447999835014343,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['access', 'insertapps', 'corporate', 'technology', 'drive', 'would', 'contact', 'corporate', 'access', 'hostname', 'ceramdntyic', 'access', 'need', 'support', 'manufacturing', 'technology']"
audio not working on dell 7350 tablet,audio working dell tablet audio working dell tablet,nyjvwsxf npwoglzf,GRP_0,GRP_0,37,0.0,0.9487000107765198,"user, issue, tool, unable, access, error, need, work, help, system","['audio', 'work']"
unable to create reports in ticketing_tool,unable create report ticket tool unable create save new report ticket tool,qfrntose ivnhumzj,GRP_36,GRP_36,58,0.0,0.9902999997138977,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'create', 'report', 'ticket', 'tool', 'unable', 'create', 'save', 'new', 'report', 'ticket', 'tool']"
unable to boot up the laptop,unable boot laptop unable boot laptop,oewshlmd azjfshry,GRP_3,GRP_3,28,0.0,0.6638000011444092,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'boot', 'laptop', 'unable', 'boot', 'laptop']"
unable to sign in to skype and outlook,unable sign skype outlook unable sign skype outlook,vfrdxtqw jfbmsenz,GRP_0,GRP_0,38,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'sign', 'outlook', 'unable', 'sign', 'outlook']"
"HostName_1132:wrong number of instances of process *epmsystem2.exe*, expected 2 - found 1",hostname wrong number instance process epmsystem exe expect find hostname epmsystem exe wrong number instance process epmsystem exe expect find,jyoqwxhz clhxsoqy,GRP_12,GRP_12,105,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['wrong', 'number', 'find', 'hostname', 'number', 'epmsystem']"
error in customer,error customer good morning customer must include next data dana manufacturing luxembourg division enco immex vat reg lu dmcc know one dana de mexico corporacion mexico srl de cv division enco immex vat reg lu dmcc data wrong get real information information customer please let know help,aiobpkzm rmfjwtpl,GRP_10,GRP_10,647,0.0,0.9930999875068665,"user, issue, tool, unable, access, error, need, work, help, system","['error', 'customer', 'good', 'morning', 'customer', 'must', 'include', 'next', 'division', 'wrong', 'get', 'real', 'information', 'information', 'customer', 'let_know', 'help']"
hub home page regional news does not have amerirtcas option,hub home page regional news amerirtcas option see att,gvxfymjk euioadyf,GRP_16,GRP_16,7,0.0,0.9775000214576721,"user, issue, tool, unable, access, error, need, work, help, system","['page', 'regional', 'news', 'option', 'see']"
issues with internet explorer which is freezing all the time,issue internet explorer freezing time,jnqmvard jiazxvcl,GRP_0,GRP_0,50,0.0,0.9639999866485596,"user, issue, tool, unable, access, error, need, work, help, system","['issue', 'freezing', 'time']"
erp SID_34 password reset ,erp sid password reset need erp password reset get error log engineering tool attempt many time wrong password old password,ewztnhig boixplft,GRP_0,GRP_0,158,0.0,0.9902999997138977,"user, issue, tool, unable, access, error, need, work, help, system","['need', 'error', 'log', 'engineering', 'tool', 'attempt', 'many', 'time', 'wrong', 'password', 'old', 'password']"
a supplier told me that i have no warehouse_toolmail (x5380).  matheywt kaufsfthyman is also having the same problem (x4465),supplier tell warehouse toolmail matheywt kaufsfthyman also problem matheywt kaufsfthyman phone system warehouse toolmail,koiapqbg teyldpkw,GRP_0,GRP_0,74,0.0,0.9641000032424927,"user, issue, tool, unable, access, error, need, work, help, system","['also', 'phone', 'system']"
desk phone warehouse_toolmail,desk phone warehouse toolmail access warehouse toolmail receive busy signal red warehouse toolmail light activate phone push button busy signal receive issue,tsicojkp kghaozew,GRP_0,GRP_0,212,0.0,0.8532000184059143,"user, issue, tool, unable, access, error, need, work, help, system","['phone', 'access', 'receive', 'busy', 'signal', 'light', 'activate', 'phone', 'push', 'button', 'busy', 'signal', 'receive', 'issue']"
delivery failures,delivery failure date email attach email one send deliver received delivery error message sender name uidgt olibercsu recipient caller jgnxyahz cixzwuyf delivery failure code xf xf delivery failure text sua mensagem foi recebida por um ou mais dos destinat rios assun enc curso customer logistic service cls enviada -PRON- poss vel encontrar os seguintes destinat rios jgnxyahz cixzwuyf -PRON- esta mensagem de ser enviada tente enviar mensagem novamente mais tarde ou contate administrador da rede erro opera cliente falhou xf xf x,kbnfxpsy gehxzayq,GRP_26,GRP_26,853,0.0,0.9934999942779541,"user, issue, tool, unable, access, error, need, work, help, system","['delivery', 'failure', 'email', 'send', 'deliver', 'receive', 'delivery', 'error', 'message', 'cixzwuyf', 'delivery', 'failure', 'code', 'delivery', 'failure', 'text', 'customer', 'cixzwuyf']"
access database error.,access database error access database error attach,acmglkti cwgxrabu,GRP_0,GRP_0,32,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['access', 'error', 'access', 'database', 'error', 'attach']"
"HostName_1132: average (5 samples) memory usage is now 95%, which is above the error threshold (95%)",hostname average sample memory usage error threshold hostname average sample memory usage error threshold swap memory usage warning threshold,jyoqwxhz clhxsoqy,GRP_12,GRP_12,199,0.0,0.5284000039100647,"user, issue, tool, unable, access, error, need, work, help, system","['error', 'threshold', 'hostname', 'memory_usage', 'error', 'threshold', 'swap', 'memory_usage']"
my telephone does not have a dial tone and i cannot pick up warehouse_tool mail messages,telephone dial tone pick warehouse tool mail message telephone dial tone pick warehouse tool mail message,dzjxrkae grqczsmx,GRP_0,GRP_0,88,0.0,0.9894000291824341,"user, issue, tool, unable, access, error, need, work, help, system","['telephone', 'tool', 'mail', 'message', 'telephone', 'dial', 'tone', 'warehouse', 'tool', 'mail', 'message']"
"i am having issues with being disconnected every few minutes from outlook, i cannot send or recive email or search when ",issue disconnect every minute outlook send recive email search issue disconnect every minute outlook send receive email search disconnect,hitakmbs fvhmkntq,GRP_3,GRP_3,136,0.0,0.9930999875068665,"user, issue, tool, unable, access, error, need, work, help, system","['issue', 'disconnect', 'minute', 'outlook', 'send', 'recive', 'email', 'search', 'issue', 'disconnect', 'minute', 'outlook', 'send', 'receive', 'email', 'search', 'disconnect']"
restore,restore please restore weste hostname file hostname betriebliche regelungen und bv bv anlage bv bonus -PRON- ad fy docx danke viele gr mit freundlichen gr en good,trgqbeax hfyzudql,GRP_12,GRP_12,299,0.0,0.9775000214576721,"user, issue, tool, unable, access, error, need, work, help, system","['restore', 'restore', 'ad', 'gr_en', 'good']"
o outloock ṇo esta funcionando.,outloock esta funcionando mensagem de erro infelizmente outlook encontrou um erro que est impedindo de funcionar corretamente como resultado outlook dever ser fechado gostaria que fiz ssemos reparo agora com tr bot es que reparar agora fechar ajuda,jidhewlg jufskody,GRP_62,GRP_62,253,1.0,0.7944999933242798,"company, site, ticket, network, circuit, reset, backup, start, power, vendor",['encontrou']
warehouse_toolmail not working,warehouse toolmail work warehouse toolmail seem pick incoming call number attempt uacyltoe hxgaycze call cell phone ring warehouse toolmail still pick,wgothrzl iokdftgn,GRP_0,GRP_0,220,0.0,0.9909999966621399,"user, issue, tool, unable, access, error, need, work, help, system","['work', 'seem', 'pick', 'incoming', 'call', 'number', 'attempt', 'call', 'cell', 'phone', 'ring', 'still', 'pick']"
setting of ooo for another mail box,set ooo another mail box set ooo another mail box summary need office employee work company long,utrvshcp bjlwcovt,GRP_0,GRP_0,119,0.0,0.9909999966621399,"user, issue, tool, unable, access, error, need, work, help, system","['set', 'mail', 'box', 'set', 'mail', 'box', 'summary', 'need', 'office', 'employee', 'work', 'company', 'long']"
user hajghtdul unable to connect via vpn. unable to access distributor_tool and distributor_tool qa.,user hajghtdul unable connect via vpn unable access distributor tool distributor tool qa changed password use password management tool password manager password change unable connect via vpn user -PRON- hajghtdul,wibovsru ulmqyhsk,GRP_0,GRP_0,161,0.0,0.9902999997138977,"user, issue, tool, unable, access, error, need, work, help, system","['user', 'unable', 'connect', 'unable', 'access', 'distributor', 'tool', 'distributor', 'tool', 'change', 'unable', 'connect']"
warehouse_toolmail not possible on phone set,warehouse toolmail possible phone set warehouse toolmail possible phone set,rwmeuzvy bpstvajw,GRP_0,GRP_0,44,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['possible', 'phone', 'set', 'possible', 'phone', 'set']"
group by does not work in the new modern look  see attached image,group work new modern look see attach image site show group first level second level continuous expand arrow responsive,gvxfymjk euioadyf,GRP_16,GRP_16,142,0.0,0.933899998664856,"user, issue, tool, unable, access, error, need, work, help, system","['group', 'work', 'new', 'modern', 'look', 'see', 'attach', 'image', 'site', 'show', 'group', 'first', 'level', 'second', 'level', 'continuous', 'expand', 'arrow']"
erp SID_34 unlock request ,erp sid unlock request erp sid unlock request,kslhobgj cyhvefna,GRP_0,GRP_0,26,0.0,0.9487000107765198,"user, issue, tool, unable, access, error, need, work, help, system","['request', 'request']"
update on inplant_848628,update inplant update inplant,rbozivdq gmlhrtvp,GRP_0,GRP_0,24,2.0,0.9340000152587891,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['update', 'inplant', 'update', 'inplant']"
ldism004(usa village(claapdico)-robot) is inactive since 07:14 am et on 08/09,ldism usa village claapdico robot inactive since et ldism usa village claapdico robot inactive since et,jyoqwxhz clhxsoqy,GRP_8,GRP_8,77,1.0,0.9172000288963318,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['inactive', 'inactive', 'et']"
setup new ws \xaqzisrk ahbgjrqz,setup new ws setup new ws,xaqzisrk ahbgjrqz,GRP_24,GRP_24,31,2.0,0.914900004863739,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['setup', 'setup', 'new_ws']"
warehouse_toolmail related to my office phone is not functioning.,warehouse toolmail related office phone function warehouse toolmail associated office phone function properly try access warehouse toolmail office phone receive possible message phone also try access warehouse toolmail number receive message state call complete time,htsnaodb adjtmlzn,GRP_0,GRP_0,340,0.0,0.9955999851226807,"user, issue, tool, unable, access, error, need, work, help, system","['related', 'office', 'phone', 'function', 'associate', 'office', 'phone', 'function', 'properly', 'try', 'access', 'office', 'phone', 'receive', 'possible', 'message', 'phone', 'also', 'try', 'access', 'number', 'receive', 'message', 'state', 'call', 'complete', 'time']"
handheld wireless device activation iphone 5s,handheld wireless device activation iphone handheld wireless device activation iphone,mfeyouli ndobtzpw,GRP_0,GRP_0,45,1.0,0.6236000061035156,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['iphone', 'wireless', 'iphone']"
need file restored on a network/nt drive HostName_771,need file restore network nt drive hostname need file restore network nt drive file full pathname techcenter project server drive hostname backup date last modify date want file restore unsure recent backup date use want entire folder restore must provide specific filename restore yes backup tape onsite ok allow business day retrieve offsite tape extra charge apply emergency delivery want filename folder restore original place original name word overwrite need supply new name location restore note day maximum backup available file restore exception hostname hostname keep year,nwqktzlx vnlqkgpb,GRP_5,GRP_5,934,0.0,0.8152999877929688,"user, issue, tool, unable, access, error, need, work, help, system","['need', 'file', 'restore', 'network', 'drive', 'need', 'file', 'restore', 'network', 'drive', 'file', 'full', 'pathname', 'date', 'last', 'modify', 'date', 'want', 'file', 'restore', 'unsure', 'recent', 'backup', 'date', 'use', 'want', 'entire', 'folder', 'restore', 'must', 'provide', 'specific', 'filename', 'restore', 'backup', 'tape', 'onsite', 'allow', 'business', 'day', 'retrieve', 'offsite', 'tape', 'extra', 'charge', 'apply', 'emergency', 'delivery', 'want', 'filename', 'folder', 'restore', 'original', 'place', 'original', 'name', 'word', 'overwrite', 'need', 'supply', 'new', 'name', 'location', 'restore', 'note', 'backup', 'available', 'file', 'hostname', 'keep', 'year']"
need access for utislgov fetaqndw ,need access utislgov fetaqndw hi want give utislgov fetaqndw access hostname department drive,zjawqgcs tohqcxla,GRP_12,GRP_12,226,0.0,0.6169999837875366,"user, issue, tool, unable, access, error, need, work, help, system","['need', 'access', 'utislgov', 'fetaqndw', 'want', 'give', 'utislgov', 'access']"
unlock erp SID_34 erp production account,unlock erp sid erp production account unlock erp sid erp production account,vmidjaxk boarxyps,GRP_0,GRP_0,40,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['production', 'account', 'production', 'account']"
revisar pc lpaw8515845 (g0rfv12) usadtto dfsdpor ffthhiago frsilva,revisar pc lpaw grfv usadtto dfsdpor ffthhiago frsilva usar microsoft update atualizar adobe acrobat adobe flash java revisar grupos revisar atualizar revisar patching antivirus sw revisar erp client executar check disk defrag scan atualizar drivers dell verificar se atualiza nova vers pacote office uacyltoe hxgayczear acessos ao itau caixa hsbc uacyltoe hxgayczear abertura de plaghynilhas ita,kbnfxpsy gehxzayq,GRP_62,GRP_62,407,0.0,0.9103999733924866,"user, issue, tool, unable, access, error, need, work, help, system",['office']
seep installation ,seep installation seep installation,ztrpuvdf jlahkmdv,GRP_0,GRP_0,18,1.0,0.9175999760627747,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['installation', 'seep', 'installation']"
vvfrtgarnb  - account disabled : account needs to be enabled till 12th aug,vvfrtgarnb account disabled account need enable till please enable bahbrgy account aerp leave company know account disable today,dctviemg muapxkns,GRP_2,GRP_2,187,0.0,0.9909999966621399,"user, issue, tool, unable, access, error, need, work, help, system","['disabled', 'account', 'nee', 'enable', 'enable', 'bahbrgy', 'account', 'leave', 'company', 'know', 'account', 'disable', 'today']"
account disabled for user vvfrtgarnb,account disabled user vvfrtgarnb account disabled user vvfrtgarnb,kcnosyae zlpmfxgs,GRP_0,GRP_0,36,0.0,0.9855999946594238,"user, issue, tool, unable, access, error, need, work, help, system","['account', 'disabled', 'user', 'vvfrtgarnb', 'account', 'disabled', 'user', 'vvfrtgarnb']"
unable to connect to wifi,unable connect wifi unable connect wifi,csmhykge mpxbjudw,GRP_0,GRP_0,26,0.0,0.9487000107765198,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'unable']"
close telephony_software between 16:30 and 17:30 local time due to kick off dinner,close telephony software local time due kick dinner hi would please close telephony software turkey local time due kick dinner approve,lhycpqra fdhyxqrw,GRP_7,GRP_7,156,0.0,0.9926999807357788,"user, issue, tool, unable, access, error, need, work, help, system","['close', 'local', 'time', 'due', 'kick', 'dinner', 'would', 'please', 'close', 'turkey', 'local', 'time', 'due', 'kick', 'dinner', 'approve']"
distributor_tool: company issue and engineering_tool issue ,distributor tool company issue engineer tool issue distributor tool company issue engineering tool issue,wipzvlug urmdkgpa,GRP_0,GRP_0,59,0.0,0.9909999966621399,"user, issue, tool, unable, access, error, need, work, help, system","['distributor', 'company', 'issue', 'engineer', 'tool', 'issue', 'distributor', 'tool', 'company', 'issue', 'engineering', 'tool', 'issue']"
unable to connect vpn,unable connect vpn dear sir madam unable access vpn please refer message,zrpemyab xvzwcbha,GRP_0,GRP_0,173,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'connect', 'unable', 'access', 'refer', 'message']"
my symantec management agent is disabled,symantec management agent disable symantec management agent disabled,yvjdluhk hmcpvtdj,GRP_50,GRP_50,40,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['management', 'agent', 'symantec', 'management', 'agent', 'disabled']"
npc311101328 maintain plant value tasks assigned to jimdghty beshryu. error  ,npc maintain plant value task assign jimdghty beshryu error npc information jimdghty beshryu try complete task recruit help usa planner usually step tell task complete item product engineering able complete task base tell planner finish task,svuxizgr mkynswqd,GRP_11,GRP_11,369,0.0,0.9951000213623047,"user, issue, tool, unable, access, error, need, work, help, system","['maintain', 'plant', 'value', 'try', 'complete', 'task', 'help', 'planner', 'usually', 'step', 'tell', 'task', 'complete', 'item', 'product', 'engineering', 'able', 'complete', 'task', 'base', 'tell', 'planner', 'finish', 'task']"
display settings issue.,display settings issue display set issue,ihozauxs ohdqmipz,GRP_0,GRP_0,22,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['issue', 'display', 'set', 'issue']"
idg password reset not possible. ,idg password reset possible idg password reset possible,xuymwdbn polhsczj,GRP_0,GRP_0,35,0.0,0.6640999913215637,"user, issue, tool, unable, access, error, need, work, help, system","['reset', 'possible', 'possible']"
can't print drawing,print draw attempt print eu location miss sheet page print guess although draw fr status original still reside cadb storage,ctvaejbo mjcerqwo,GRP_11,GRP_11,195,0.0,0.991599977016449,"user, issue, tool, unable, access, error, need, work, help, system","['draw', 'attempt', 'print', 'sheet', 'page', 'print', 'guess', 'draw', 'status', 'original', 'still', 'reside', 'cadb', 'storage']"
i can not log into erp hcm via the vpn,log erp hcm via vpn connect vpn log erp keep get error message seem imply connected vpn help appreciate,mcjqespd ldwsmjgx,GRP_0,GRP_0,169,0.0,0.9871000051498413,"user, issue, tool, unable, access, error, need, work, help, system","['keep', 'get', 'error', 'message', 'seem', 'imply', 'connected', 'help', 'appreciate']"
"attached mail is saved on desktop as template with a text and signature. but when sent, nothing is to be seen.",attach mail save desktop template text signature send nothing see attach mail save desktop template text signature send nothing see,anuxbyzg bvsqcjkw,GRP_0,GRP_0,110,0.0,0.9922000169754028,"user, issue, tool, unable, access, error, need, work, help, system","['mail', 'desktop', 'template', 'text', 'signature', 'send', 'see', 'attach', 'mail', 'desktop', 'template', 'text', 'signature', 'send', 'see']"
